principal component 1;principal component 2;model;age;Risk
-3.755829204;-1.974342074;model3;2;intermediate
-0.545428968;-2.840713521;model3;2;intermediate
-4.599249941;-3.026574568;model3;2;intermediate
-7.09860384;-3.614606151;model3;2;intermediate
-9.857959143;-4.456183408;model3;2;intermediate
-3.285908961;-7.481666029;model3;2;intermediate
-11.64290609;-2.747872908;model3;2;intermediate
-13.27088113;-3.67810718;model3;2;intermediate
3.183666827;-9.095820842;model3;2;intermediate
-15.01260707;1.387228858;model3;2;intermediate
-8.33025711;-3.381157847;model3;2;intermediate
-14.54905331;-0.206489638;model3;2;intermediate
5.26423306;-7.463080948;model3;2;intermediate
-2.593943346;-5.559820517;model3;2;high
-18.55379972;4.07334243;model3;2;high
-9.276843991;-1.081429366;model3;2;high
7.129763025;-6.30900838;model3;2;high
-7.581365938;-1.301477073;model3;2;high
16.01223347;-8.707194222;model3;2;high
-5.195072427;3.281077038;model3;2;high
1.821381646;0.081688202;model3;2;high
-14.9202606;6.241943879;model3;2;high
-4.847112335;1.360280737;model3;2;high
-0.987402698;-7.354113223;model3;2;high
3.654876066;-7.344121752;model3;2;high
75.38029751;-16.62051206;model3;2;high
149.3967925;-15.219028;model3;2;high
102.8097205;22.24033347;model3;2;high
77.00797666;39.2972744;model3;2;high
-2.162932081;-4.358615652;model2;12;low
-11.83766168;0.96369575;model2;12;low
2.114305781;-8.650647316;model2;12;low
40.67177922;-12.77510395;model2;12;low
75.20240741;-10.63663876;model2;12;low
42.70049116;12.76337119;model2;12;low
16.81340629;27.54854626;model2;12;low
4.173022162;35.0485672;model2;12;low
14.32209018;22.31794108;model2;12;low
-7.229134339;7.930094149;model2;12;low
5.618342509;-8.659650653;model2;12;low
-3.415030799;-3.268481128;model2;12;low
-2.242718071;-3.84128849;model2;12;low
-16.19269053;4.35475063;model2;12;low
-11.21364107;1.51273397;model2;12;intermediate
8.505130296;-9.001020392;model2;12;intermediate
-8.525269221;-0.515594486;model2;12;intermediate
-6.100320232;-2.24105435;model2;12;intermediate
-6.357322925;-1.844427364;model2;12;intermediate
-12.28707082;1.447099665;model2;12;intermediate
-9.087948596;-7.727278407;model2;12;intermediate
-17.50984083;-1.570928717;model2;12;intermediate
-12.04606647;-6.433235622;model2;12;intermediate
-17.68114716;-4.251677078;model2;12;intermediate
9.852405684;-11.08864156;model2;12;intermediate
6.09688654;-4.829712494;model2;12;intermediate
4.670250503;-3.120543135;model2;12;intermediate
-5.500521626;3.0383823;model2;12;intermediate
-17.40529006;11.70066715;model2;12;intermediate
-3.961772459;-1.475229281;model2;12;high
-13.48533267;0.42912954;model2;12;high
-0.933793347;-8.584321042;model2;12;high
6.077773302;-7.850795933;model2;12;high
0.631476368;-4.476093111;model2;12;high
-13.83957749;5.118481492;model2;12;high
3.795322218;-4.279308688;model2;12;high
-8.450886194;1.89124918;model2;12;high
-3.225650406;-3.66777074;model2;12;high
0.317978047;-5.512899749;model2;12;high
-17.42801076;4.703272378;model2;12;high
-17.61397507;0.094064294;model2;12;high
-1.997179584;-6.397263034;model2;12;high
-20.66393595;2.815271302;model2;12;high
-15.58923247;-4.856985571;model2;12;high
-23.09377455;0.16211898;model2;12;high
7.451042535;39.64234056;model4;14;intermediate
13.76095329;35.70468222;model4;14;intermediate
17.8904478;23.85825869;model4;14;intermediate
-24.34112902;16.75919387;model4;14;intermediate
-1.63867976;-5.71537804;model4;14;intermediate
-4.151263621;-2.379614843;model4;14;intermediate
-5.396871622;-1.173675633;model4;14;intermediate
-7.447614273;-1.901113486;model4;14;intermediate
6.523552395;-9.167534514;model4;14;intermediate
1.044139291;-5.258748244;model4;14;intermediate
-26.33109594;13.65811627;model4;14;intermediate
-12.63610556;3.934546508;model4;14;intermediate
3.648879141;-3.191317956;model4;14;intermediate
8.633561263;-6.398684869;model4;14;intermediate
-3.373233635;-0.0613203;model4;14;high
-2.048794929;-1.034862194;model4;14;high
-6.824609418;-0.047034767;model4;14;high
-5.847787438;-1.741244661;model4;14;high
1.394840288;-8.879568633;model4;14;high
-18.16821697;3.273238252;model4;14;high
-7.009199987;-3.92909761;model4;14;high
-5.260362627;-4.509832319;model4;14;high
0.568387012;-5.893918581;model4;14;high
4.243277142;-6.952647011;model4;14;high
-10.8628226;1.339256014;model4;14;high
3.222024027;-5.338315682;model4;14;high
-22.03427295;10.19498212;model4;14;high
58.09218262;-14.17395188;model4;14;high
87.14134871;-9.138200393;model4;14;high
35.52328565;25.66333994;model4;14;high
98.12748757;8.740975726;model4;14;intermediate
52.82220644;29.15266957;model4;14;intermediate
35.80432274;41.61610121;model4;14;intermediate
15.4706458;40.48549026;model4;14;intermediate
15.21544046;27.48968975;model4;14;intermediate
-10.49294583;12.2753121;model4;14;intermediate
-6.563820384;-2.701437321;model4;14;intermediate
-7.998755041;-6.534394108;model4;14;intermediate
1.257842114;-8.212564758;model4;14;intermediate
-7.714714475;-3.725342154;model4;14;intermediate
-23.42871732;7.807616843;model4;14;intermediate
2.906608011;-5.575826668;model4;14;intermediate
-6.485808172;-0.325879531;model4;14;intermediate
18.55170877;-9.433722981;model4;14;intermediate
-0.421899468;2.713600224;model4;14;high
6.470284056;-1.932771594;model4;14;high
14.29748114;-3.595002544;model4;14;high
2.386143257;2.50060111;model4;14;high
-5.914922825;0.489196246;model4;14;high
-6.357183513;1.292786462;model4;14;high
10.41200715;-6.714424766;model4;14;high
13.19542494;-7.738515723;model4;14;high
-17.4951086;11.84869979;model4;14;high
-2.198361186;2.781234745;model4;14;high
17.42439021;-3.754868713;model4;14;high
-7.844924863;7.314696978;model4;14;high
-15.1222977;5.009861845;model4;14;high
4.748096679;-4.136091059;model4;14;high
-9.113344223;3.8957372;model4;14;high
-25.1003032;5.155672684;model4;14;high
10.88943566;-7.564215814;model3;17;intermediate
-13.47957697;6.597993904;model3;17;intermediate
-22.06733037;11.34621553;model3;17;intermediate
22.01915258;-8.309076494;model3;17;intermediate
-1.217815084;5.086898355;model3;17;intermediate
-0.699976315;1.871377706;model3;17;intermediate
-9.787454826;6.611994484;model3;17;intermediate
-1.332111017;2.640614912;model3;17;intermediate
-5.61712497;-7.117885585;model3;17;intermediate
-18.30085999;0.225399045;model3;17;intermediate
2.625441803;-8.916823975;model3;17;intermediate
4.812239354;-6.282261433;model3;17;intermediate
1.160324898;-3.255900013;model3;17;intermediate
1.688045036;-3.162268396;model3;17;intermediate
-9.197072378;2.438268997;model3;17;high
4.397727323;-6.003415726;model3;17;high
-8.238026097;0.104327362;model3;17;high
-4.34155927;-3.555688811;model3;17;high
65.67375675;-15.97135372;model3;17;high
87.16736026;-6.390010198;model3;17;high
24.35475277;31.1801413;model3;17;high
6.563044413;41.3798393;model3;17;high
34.50037109;25.76888378;model3;17;high
4.775535901;28.77435855;model3;17;high
-10.88524837;4.801044598;model3;17;high
-6.963643186;0.591083919;model3;17;high
54.73771745;-13.29719206;model3;17;high
98.379706;-12.18635828;model3;17;high
35.39856484;27.54834255;model3;17;high
21.93762541;35.00778877;model3;17;high
23.06594009;28.81381071;model2;2;intermediate
25.01523963;29.06596161;model2;2;intermediate
9.32092396;28.13482388;model2;2;intermediate
-1.301339677;8.15935392;model2;2;intermediate
-6.925929463;-1.901442953;model2;2;intermediate
-6.619986167;-4.900075525;model2;2;intermediate
-3.652482457;-8.800446466;model2;2;intermediate
4.844118475;-9.019949731;model2;2;intermediate
9.971289889;-7.547230057;model2;2;intermediate
-10.32546711;4.340188134;model2;2;intermediate
-16.14691266;8.447253307;model2;2;intermediate
20.44599189;-7.079896767;model2;2;intermediate
-0.185354603;3.36877844;model2;2;intermediate
2.757243972;-1.101577516;model2;2;intermediate
15.55076499;-3.481128675;model2;2;high
0.839934145;3.257361332;model2;2;high
-14.98481141;7.259507106;model2;2;high
7.122647893;-3.751229919;model2;2;high
-7.201281835;3.756505199;model2;2;high
-3.700766017;-3.787610942;model2;2;high
-2.726842948;-4.518158511;model2;2;high
-6.449128501;-2.788980747;model2;2;high
-10.30282525;-4.561169873;model2;2;high
1.471901149;-8.371508528;model2;2;high
-9.980469162;-1.961953333;model2;2;high
-20.55199924;3.997821077;model2;2;high
2.069481274;-6.983931259;model2;2;high
52.34364408;-13.72443927;model2;2;high
80.49249344;-8.970116403;model2;2;high
25.38240666;26.13896566;model2;2;high
-7.423515631;-0.13879376;model2;2;low
2.982651321;-4.537506368;model2;2;low
-11.89525652;2.693922413;model2;2;low
-11.65937386;1.021246045;model2;2;low
-15.34539868;-1.923597174;model2;2;low
4.418534224;-9.064972922;model2;2;low
1.441538795;-5.970512515;model2;2;low
-24.17863455;9.164650357;model2;2;low
-12.90676553;2.323065157;model2;2;low
-11.68591916;2.168178132;model2;2;low
-3.543582932;-6.52610234;model2;2;low
-1.526513186;-7.953504675;model2;2;low
8.328995675;-8.332330784;model2;2;low
-3.29664679;-1.622463035;model2;2;low
-4.04543984;-1.559790931;model2;2;intermediate
-4.319965545;-1.592330606;model2;2;intermediate
-14.59726984;4.033189095;model2;2;intermediate
-12.46819864;-3.522315304;model2;2;intermediate
-4.491399668;-7.877191209;model2;2;intermediate
-0.657877613;-7.850017683;model2;2;intermediate
-14.18297031;0.08154715;model2;2;intermediate
-13.92231143;-0.446837503;model2;2;intermediate
-2.634003734;-5.400129424;model2;2;intermediate
-1.121599846;-6.471075103;model2;2;intermediate
-23.21820186;4.565665562;model2;2;intermediate
-4.324617357;-4.873105602;model2;2;intermediate
-5.887005043;-2.921496864;model2;2;intermediate
-13.10018979;0.053816942;model2;2;intermediate
-10.71948799;-4.183870804;model2;2;intermediate
0.645116797;-8.503455395;model2;2;high
-13.25914754;-2.200127215;model2;2;high
-13.91036138;-2.532671199;model2;2;high
-9.635837651;-4.537739094;model2;2;high
-19.44512565;1.404003959;model2;2;high
-11.18361848;-7.559607172;model2;2;high
-11.19259671;-7.222623297;model2;2;high
4.318531435;-9.839061829;model2;2;high
-6.940894611;-2.552612057;model2;2;high
6.652690079;-7.565002944;model2;2;high
-7.782399714;0.998382895;model2;2;high
-10.21570019;2.959594582;model2;2;high
-15.42059795;2.057960123;model2;2;high
-7.606618029;-2.616754572;model2;2;high
6.230394961;-10.64596284;model2;2;high
39.7632927;-12.15950961;model2;2;high
35.85674589;21.43496519;model4;17;intermediate
-0.614820247;27.36012541;model4;17;intermediate
15.29230843;-4.022712031;model4;17;intermediate
-2.327550202;4.789610561;model4;17;intermediate
8.343868337;-0.085370904;model4;17;intermediate
3.780615675;-2.236173229;model4;17;intermediate
-11.723357;7.029816183;model4;17;intermediate
101.7030967;-19.99243694;model4;17;intermediate
94.338544;3.047415626;model4;17;intermediate
17.44491501;48.3074684;model4;17;intermediate
19.0154385;47.28544123;model4;17;intermediate
18.25958352;47.703809;model4;17;intermediate
2.694346673;26.87315781;model4;17;high
-6.354850041;-9.308506623;model4;17;high
1.225485816;-9.399891654;model4;17;high
-11.90459673;-1.010721354;model4;17;high
0.569427246;-6.550378555;model4;17;high
-15.54768096;4.212747326;model4;17;high
-12.79167803;0.760698434;model4;17;high
-4.958229064;-6.764937675;model4;17;high
-13.95248919;-0.876407119;model4;17;high
11.55582634;-10.95818937;model4;17;high
-2.55998386;-1.101696099;model4;17;high
-1.757735651;-1.110115783;model4;17;high
4.07450592;-3.344823263;model4;17;high
47.17507061;-11.2114339;model4;17;high
84.46016608;-11.27909581;model4;17;high
36.75871614;19.57612523;model4;17;high
1.532212962;-1.234679788;model4;17;low
11.40281406;-2.752291046;model4;17;low
12.69935766;-6.170523279;model4;17;low
-1.148644058;2.932721755;model4;17;low
-10.91952176;7.015198568;model4;17;low
0.738789093;-0.576714262;model4;17;low
-5.430449459;0.070991811;model4;17;low
3.552695518;-8.257387302;model4;17;low
-5.961512782;-2.725112058;model4;17;low
-9.891961349;-0.944476801;model4;17;low
-13.35482525;0.394230894;model4;17;low
-15.09840121;0.30279392;model4;17;low
-25.63405263;0.721039697;model4;17;low
-8.662443399;-8.976263894;model4;17;low
-11.55002517;-6.932789147;model4;17;intermediate
-2.888759893;-8.046367656;model4;17;intermediate
-6.942087783;-4.287830733;model4;17;intermediate
-2.838816683;-7.500069883;model4;17;intermediate
-5.578161111;-5.787418153;model4;17;intermediate
-7.518976983;-4.259109177;model4;17;intermediate
-1.408865425;-7.92717099;model4;17;intermediate
-14.40752402;0.325221739;model4;17;intermediate
4.909585572;-8.099754171;model4;17;intermediate
3.416636268;-5.746035903;model4;17;intermediate
2.537180671;-3.912908917;model4;17;intermediate
-27.8832672;16.40461474;model4;17;intermediate
-3.273774525;1.910585495;model4;17;intermediate
-4.103014815;0.123270672;model4;17;intermediate
-11.58173373;0.520638503;model4;17;intermediate
-11.59763839;-3.469136144;model4;17;high
-13.55486141;-4.538829423;model4;17;high
-11.62907619;-7.511623367;model4;17;high
-7.733597365;-9.006082515;model4;17;high
36.47041552;-13.36255671;model4;17;high
87.07712772;-13.75106005;model4;17;high
42.87174539;16.39775787;model4;17;high
17.16983757;32.02916525;model4;17;high
18.69060437;30.55389622;model4;17;high
17.11643405;27.07283786;model4;17;high
-0.193091081;3.705623125;model4;17;high
-14.73149108;0.745910483;model4;17;high
-4.57596998;-5.886469338;model4;17;high
0.748180812;-7.390414265;model4;17;high
-12.00387644;-0.972834908;model4;17;high
-13.34727455;-0.700182315;model4;17;high
-13.23870502;-6.107379055;model1;2;low
-11.96372342;-6.698571309;model1;2;low
-11.02836262;-7.116442953;model1;2;low
-8.676932598;-8.583655892;model1;2;low
-3.890495449;-8.884973244;model1;2;low
-19.94349004;2.821545226;model1;2;low
-10.55632418;-3.237209106;model1;2;low
20.73697301;-11.00708848;model1;2;low
4.092342581;0.747251252;model1;2;low
-2.704080239;4.091307378;model1;2;low
-7.306534771;6.187556314;model1;2;low
-2.133960794;2.988198643;model1;2;low
-19.27210653;2.135173866;model1;2;low
-14.50622854;-3.801253885;model1;2;low
-2.713277499;-8.992051653;model1;2;intermediate
-7.629113987;-4.834479519;model1;2;intermediate
3.272836189;-8.476892669;model1;2;intermediate
-14.98731261;3.355810078;model1;2;intermediate
-6.920582089;-1.687044879;model1;2;intermediate
-24.32602226;7.39692368;model1;2;intermediate
-1.106694231;-4.689015519;model1;2;intermediate
-15.8433636;-2.218634188;model1;2;intermediate
18.49891091;-10.65303258;model1;2;intermediate
-1.066572796;1.145740605;model1;2;intermediate
-19.47280932;11.86608387;model1;2;intermediate
7.659042207;-2.401751485;model1;2;intermediate
-2.436498181;4.140489598;model1;2;intermediate
3.997355671;-5.484244489;model1;2;intermediate
-10.58892816;3.178913374;model1;2;intermediate
-15.1495608;4.068598219;model1;2;high
8.14445024;-7.975678221;model1;2;high
-4.150850155;-1.344541685;model1;2;high
-16.86310834;3.197737104;model1;2;high
-4.795213555;-3.039272983;model1;2;high
-13.29003322;2.920548562;model1;2;high
-17.00866407;-2.138185917;model1;2;high
-12.43723526;-6.84640614;model1;2;high
-11.68619478;-6.60960414;model1;2;high
-11.38215667;-8.037809484;model1;2;high
-10.99865419;-7.054156055;model1;2;high
-15.609575;-4.181515038;model1;2;high
-29.8829712;6.628788885;model1;2;high
7.359784835;-9.740272112;model1;2;high
9.760788318;-6.435552502;model1;2;high
20.66501124;-6.021592703;model1;2;high
-1.857184734;-4.432846473;model3;18;low
-12.73380222;1.836901783;model3;18;low
-10.34840805;-4.765893494;model3;18;low
1.806696512;-8.469984321;model3;18;low
-9.945812555;-2.089613376;model3;18;low
-9.115720786;-3.896197241;model3;18;low
-3.843315928;-5.642996646;model3;18;low
7.282920045;-8.095130892;model3;18;low
-3.654593275;-3.632827601;model3;18;low
-4.476961872;-2.779709711;model3;18;low
-4.94795031;-2.057346094;model3;18;low
5.146975486;-6.372640645;model3;18;low
7.882131879;-7.895198985;model3;18;low
6.290503874;-5.370449175;model3;18;low
-1.928618037;0.312717834;model3;18;low
-11.65933827;6.007227181;model3;18;low
-3.26506565;0.306451598;model3;18;low
-11.90361312;-0.276770119;model3;18;low
-3.567157888;-8.511407287;model3;18;low
-6.22008351;-5.417469695;model3;18;low
-1.836246741;-7.502206385;model3;18;low
0.923559093;-6.668458671;model3;18;low
-0.162670905;-6.505167008;model3;18;low
-7.655095021;-2.087785842;model3;18;low
-0.336192818;-5.961798239;model3;18;low
0.440337073;-6.020496897;model3;18;low
5.449221995;-7.334787938;model3;18;low
13.16613942;-7.863116917;model3;18;low
83.68516129;-15.95850108;model3;18;low
77.05425053;1.55241485;model3;18;low
1.403301919;47.11824577;model3;18;low
16.09400959;38.54035872;model3;18;low
19.66251292;34.72064699;model3;18;low
19.69325212;12.10005995;model3;18;low
12.78065001;-6.571540605;model3;18;low
65.30948181;-13.78649598;model3;18;low
93.80376135;-7.738646741;model3;18;low
22.39742538;34.9056421;model3;18;low
14.34040453;39.89482016;model3;18;low
